,sample,judgment,R1,R2
327,SRS2477905,no_fastq,0,0
328,SRS2736130,no_fastq,0,0
329,SRS2477906,no_fastq,0,0
330,SRS2477907,no_fastq,0,0
331,SRS2690036,no_fastq,0,0
332,SRS2736131,no_fastq,0,0
333,SRS2690037,no_fastq,0,0
334,SRS2736132,no_fastq,0,0
335,SRS2690038,no_fastq,0,0
336,SRS2690039,no_fastq,0,0
337,SRS2564611,shortR1,8,98
338,SRS2564612,shortR1,26,98
339,SRS2996367,no_fastq,0,0
340,SRS2727265,shortR1,26,98
341,SRS2727266,shortR1,8,98
342,SRS2727267,shortR1,26,98
343,SRS2727268,shortR1,8,98
344,SRS2727269,shortR1,8,98
345,SRS2727270,shortR1,8,98
346,SRS2727271,shortR1,8,98
347,SRS2944105,no_fastq,0,0
348,SRS2944106,no_fastq,0,0
349,SRS2944107,no_fastq,0,0
350,SRS2944108,no_fastq,0,0
351,SRS2944113,no_fastq,0,0
352,SRS2944114,no_fastq,0,0
353,SRS2944115,no_fastq,0,0
354,SRS2944116,no_fastq,0,0
355,SRS2016485,no_fastq,0,0
356,SRS2290358,no_fastq,0,0
357,SRS2290359,no_fastq,0,0
358,SRS2496029,shortR1,26,40
359,SRS2532205,no_fastq,0,0
360,SRS2532206,no_fastq,0,0
361,SRS2532207,no_fastq,0,0
362,SRS2532208,no_fastq,0,0
363,SRS2532209,no_fastq,0,0
364,SRS2532210,no_fastq,0,0
365,SRS2553348,no_fastq,0,0
366,SRS3283674,no_fastq,0,0
367,SRS3283675,no_fastq,0,0
368,SRS3283676,no_fastq,0,0
369,SRS3283677,no_fastq,0,0
370,SRS3283678,no_fastq,0,0
371,SRS3283679,no_fastq,0,0
372,SRS3507694,no_fastq,0,0
373,SRS3507695,no_fastq,0,0
374,SRS3384790,not_paired,0,0
375,SRS3384791,not_paired,0,0
376,SRS3421915,no_fastq,0,0
377,SRS3421916,no_fastq,0,0
378,SRS3421918,no_fastq,0,0
379,SRS3421919,no_fastq,0,0
380,SRS3421921,no_fastq,0,0
381,SRS3545817,no_fastq,0,0
382,SRS3545818,no_fastq,0,0
383,SRS3545819,no_fastq,0,0
384,SRS3545820,no_fastq,0,0
385,SRS3545821,no_fastq,0,0
386,SRS3545822,no_fastq,0,0
387,SRS3545823,no_fastq,0,0
388,SRS3545824,no_fastq,0,0
389,SRS3545825,no_fastq,0,0
390,SRS3545826,no_fastq,0,0
391,SRS3545827,no_fastq,0,0
392,SRS3545828,no_fastq,0,0
393,SRS3344652,no_fastq,0,0
394,SRS3344653,no_fastq,0,0
395,SRS3344654,no_fastq,0,0
396,SRS3344655,no_fastq,0,0
397,SRS3344656,no_fastq,0,0
398,SRS3344657,no_fastq,0,0
399,SRS3344658,no_fastq,0,0
400,SRS3344659,no_fastq,0,0
401,SRS3344660,no_fastq,0,0
402,SRS3344661,no_fastq,0,0
403,SRS3344662,no_fastq,0,0
404,SRS3344663,no_fastq,0,0
405,SRS3275543,no_fastq,0,0
406,SRS3275544,no_fastq,0,0
407,SRS2345685,no_fastq,0,0
408,SRS2345686,no_fastq,0,0
409,SRS2345687,no_fastq,0,0
410,SRS2345688,no_fastq,0,0
411,SRS3297649,no_fastq,0,0
412,SRS3297650,no_fastq,0,0
413,SRS3297651,no_fastq,0,0
414,SRS3297652,no_fastq,0,0
415,SRS3297653,no_fastq,0,0
416,SRS3297654,no_fastq,0,0
417,SRS3124069,no_fastq,0,0
418,SRS3124070,no_fastq,0,0
419,SRS3124071,no_fastq,0,0
420,SRS3124072,no_fastq,0,0
421,SRS3124074,no_fastq,0,0
422,SRS2998557,shortR1,26,98
423,nSRS=6971,no_fastq,0,0
424,nSRS=5454,no_fastq,0,0
425,SRS3030181,no_fastq,0,0
426,SRS3121028,no_fastq,0,0
427,SRS3121030,no_fastq,0,0
428,SRS3279186,no_fastq,0,0
429,SRS3279187,no_fastq,0,0
430,SRS3458842,no_fastq,0,0
431,SRS3458845,no_fastq,0,0
432,SRS3611961,shortR1,26,66
433,SRS3611962,shortR1,26,66
434,SRS3670039,shortR1,26,98
435,SRS3670040,shortR1,26,98
436,SRS3872204,no_fastq,0,0
437,SRS3872205,no_fastq,0,0
438,SRS3872206,no_fastq,0,0
439,SRS3165512,no_fastq,0,0
440,SRS3165513,no_fastq,0,0
441,SRS3165514,no_fastq,0,0
442,SRS3165515,no_fastq,0,0
443,SRS3165516,no_fastq,0,0
444,SRS3165517,no_fastq,0,0
445,SRS2397145,no_fastq,0,0
446,SRS2397146,no_fastq,0,0
447,SRS2397147,no_fastq,0,0
448,SRS2397148,no_fastq,0,0
449,SRS2397149,no_fastq,0,0
450,SRS2397150,no_fastq,0,0
451,SRS2397151,no_fastq,0,0
452,SRS2397152,no_fastq,0,0
453,SRS3806572,not_paired,0,0
454,SRS3806573,not_paired,0,0
455,SRS3806574,not_paired,0,0
456,SRS3806575,not_paired,0,0
457,SRS3744984,no_fastq,0,0
458,SRS3744985,no_fastq,0,0
459,SRS3744986,no_fastq,0,0
460,SRS3744987,no_fastq,0,0
461,SRS3744988,no_fastq,0,0
462,SRS3744989,no_fastq,0,0
463,SRS3548768,no_fastq,0,0
464,SRS3548769,no_fastq,0,0
465,SRS3548770,no_fastq,0,0
466,SRS3548771,no_fastq,0,0
467,SRS3548772,no_fastq,0,0
468,SRS3548773,no_fastq,0,0
469,SRS3548774,no_fastq,0,0
470,SRS3548775,no_fastq,0,0
471,SRS3548776,no_fastq,0,0
472,SRS3548777,no_fastq,0,0
473,SRS3548778,no_fastq,0,0
474,SRS3548779,no_fastq,0,0
475,SRS2991907,not_paired,0,0
476,SRS3019834,no_fastq,0,0
477,SRS3019835,no_fastq,0,0
478,SRS3611968,no_fastq,0,0
479,SRS3611969,no_fastq,0,0
480,SRS3818441,no_fastq,0,0
481,SRS3818442,no_fastq,0,0
482,SRS3924662,shortR1,26,98
483,SRS3924663,shortR1,26,98
484,SRS3954312,no_fastq,0,0
485,SRS3954313,no_fastq,0,0
486,SRS3669080,not_paired,0,0
487,SRS3731504,no_fastq,0,0
488,SRS3731505,no_fastq,0,0
489,SRS3731506,no_fastq,0,0
490,SRS3731507,no_fastq,0,0
491,SRS3100151,no_fastq,0,0
492,SRS3100152,no_fastq,0,0
493,SRS3100153,no_fastq,0,0
494,SRS3100154,no_fastq,0,0
495,SRS3100155,no_fastq,0,0
496,SRS3100156,no_fastq,0,0
497,SRS2659219,not_paired,0,0
498,SRS2659220,not_paired,0,0
499,SRS2659221,not_paired,0,0
500,SRS2659222,not_paired,0,0
501,SRS2659223,not_paired,0,0
502,SRS2659224,not_paired,0,0
503,SRS2659225,not_paired,0,0
504,SRS2659226,not_paired,0,0
505,SRS2659227,not_paired,0,0
506,SRS2659228,not_paired,0,0
507,SRS2659229,not_paired,0,0
508,SRS2659230,not_paired,0,0
509,SRS2659231,not_paired,0,0
510,SRS2659232,not_paired,0,0
511,SRS2659233,not_paired,0,0
512,SRS2659249,not_paired,0,0
513,SRS3890617,shortR1,26,98
514,SRS3890618,shortR1,26,98
515,SRS3890619,shortR1,26,98
516,SRS3890620,shortR1,26,98
517,SRS3206192,no_fastq,0,0
518,SRS3600988,shortR1,26,58
519,SRS3822137,not_paired,0,0
520,SRS3822138,not_paired,0,0
521,SRS3600992,shortR1,26,58
522,SRS3600993,shortR1,26,58
523,SRS2986803,not_paired,0,0
524,SRS2986804,not_paired,0,0
525,SRS3938165,shortR1,26,98
526,SRS3938166,shortR1,26,98
527,SRS4004490,no_fastq,0,0
528,SRS4004491,no_fastq,0,0
529,SRS4058600,no_fastq,0,0
530,SRS4058601,no_fastq,0,0
531,SRS2823453,not_paired,0,0
532,SRS2823454,not_paired,0,0
533,SRS2823483,not_paired,0,0
534,SRS3040377,shortR1,26,98
535,SRS3040378,shortR1,26,98
536,SRS3040379,shortR1,26,98
537,SRS3040380,shortR1,26,98
538,SRS3214438,no_fastq,0,0
539,SRS3214439,no_fastq,0,0
540,SRS3214440,no_fastq,0,0
541,SRS3214441,no_fastq,0,0
542,SRS3214442,no_fastq,0,0
543,SRS3214443,no_fastq,0,0
544,SRS2823369,not_paired,0,0
545,SRS2823370,not_paired,0,0
546,SRS2823371,not_paired,0,0
547,SRS2823372,not_paired,0,0
548,SRS2823373,not_paired,0,0
549,SRS2823374,not_paired,0,0
550,SRS2823375,not_paired,0,0
551,SRS2658204,no_fastq,0,0
552,SRS2658205,no_fastq,0,0
553,SRS3348009,no_fastq,0,0
554,SRS3348010,no_fastq,0,0
555,SRS3234701,no_fastq,0,0
556,SRS3733218,no_fastq,0,0
557,SRS3999425,shortR1,56,10
558,SRS4109835,shortR1,26,98
559,SRS4109836,shortR1,26,98
560,SRS4109837,shortR1,26,98
561,SRS4109838,shortR1,26,98
562,SRS4036272,no_fastq,0,0
563,SRS4036273,no_fastq,0,0
564,SRS4036274,no_fastq,0,0
565,SRS3823095,no_fastq,0,0
566,SRS3823096,no_fastq,0,0
567,SRS3823097,no_fastq,0,0
568,SRS3823098,no_fastq,0,0
569,SRS3823099,no_fastq,0,0
570,SRS3044263,no_fastq,0,0
571,SRS3044245,no_fastq,0,0
572,SRS3044261,no_fastq,0,0
573,SRS3044260,no_fastq,0,0
574,SRS3044236,no_fastq,0,0
575,SRS3044237,no_fastq,0,0
576,SRS4036275,no_fastq,0,0
577,SRS3044238,no_fastq,0,0
578,SRS4036276,no_fastq,0,0
579,SRS3044239,no_fastq,0,0
580,SRS3044240,no_fastq,0,0
581,SRS3044241,no_fastq,0,0
582,SRS3044242,no_fastq,0,0
583,SRS3044243,no_fastq,0,0
584,SRS3044244,no_fastq,0,0
585,SRS3044246,no_fastq,0,0
586,SRS3044247,no_fastq,0,0
587,SRS3044248,no_fastq,0,0
588,SRS3044249,no_fastq,0,0
589,SRS3044250,no_fastq,0,0
590,SRS3044251,no_fastq,0,0
591,SRS3044252,no_fastq,0,0
592,SRS3044253,no_fastq,0,0
593,SRS3044254,no_fastq,0,0
594,SRS3044255,no_fastq,0,0
595,SRS3044256,no_fastq,0,0
596,SRS3044257,no_fastq,0,0
597,SRS3044258,no_fastq,0,0
598,SRS3044259,no_fastq,0,0
599,SRS3044262,no_fastq,0,0
600,SRS3957699,no_fastq,0,0
601,SRS3957700,no_fastq,0,0
602,SRS3957701,no_fastq,0,0
603,SRS3957702,no_fastq,0,0
604,SRS3957703,no_fastq,0,0
605,SRS3957704,no_fastq,0,0
606,SRS3990017,shortR1,26,66
607,SRS3990018,shortR1,26,66
608,SRS3990019,shortR1,26,66
609,SRS3990020,shortR1,26,66
610,SRS3990021,shortR1,26,66
611,SRS3990030,shortR1,26,66
612,SRS4005008,not_paired,0,0
613,SRS4005009,not_paired,0,0
614,SRS3139246,not_paired,0,0
615,SRS3600293,not_paired,0,0
616,SRS3600294,not_paired,0,0
617,SRS3600295,not_paired,0,0
618,SRS3600296,not_paired,0,0
619,SRS3600297,not_paired,0,0
620,SRS3600298,not_paired,0,0
621,SRS3600299,not_paired,0,0
622,SRS3600300,not_paired,0,0
623,SRS3600301,not_paired,0,0
624,SRS3191855,not_paired,0,0
625,SRS4245406,not_paired,0,0
626,SRS3666495,longR1,101,101
627,SRS3666498,longR1,101,101
628,SRS3666499,longR1,101,101
629,SRS3790782,not_paired,0,0
630,SRS3790783,not_paired,0,0
631,SRS3741671,not_paired,0,0
632,SRS3741672,not_paired,0,0
633,SRS3741673,not_paired,0,0
634,SRS3741675,not_paired,0,0
635,SRS4252172,not_paired,0,0
636,SRS4252173,no_fastq,0,0
637,SRS4252174,no_fastq,0,0
638,SRS4252175,no_fastq,0,0
639,SRS4252176,not_paired,0,0
640,SRS4252177,not_paired,0,0
641,SRS3639050,not_paired,0,0
642,SRS3639051,not_paired,0,0
643,SRS3639052,not_paired,0,0
644,SRS3639053,not_paired,0,0
645,SRS3020563,not_paired,0,0
646,SRS3703557,shortR1,26,58
647,SRS3821006,no_fastq,0,0
648,SRS3404198,not_paired,0,0
649,SRS3404199,not_paired,0,0
650,SRS4088994,not_paired,0,0
651,SRS4137616,shortR1,26,98
652,SRS4137620,shortR1,26,98
653,SRS4405220,not_paired,0,0
654,SRS4405221,not_paired,0,0
655,SRS4457870,not_paired,0,0
656,SRS4457871,not_paired,0,0
657,SRS3600974,not_paired,0,0
658,SRS3600975,not_paired,0,0
659,SRS3600976,not_paired,0,0
660,SRS3600977,not_paired,0,0
661,SRS4205222,not_paired,0,0
662,SRS4205223,not_paired,0,0
663,SRS4388158,not_paired,0,0
664,SRS4388159,not_paired,0,0
665,SRS4388160,not_paired,0,0
666,SRS4388161,not_paired,0,0
667,SRS4388162,not_paired,0,0
668,SRS4388163,not_paired,0,0
669,SRS4388164,not_paired,0,0
670,SRS3969076,not_paired,0,0
671,SRS4351136,not_paired,0,0
672,SRS4376744,not_paired,0,0
673,SRS4376745,not_paired,0,0
674,SRS4386088,not_paired,0,0
675,SRS4386089,not_paired,0,0
676,SRS4386090,not_paired,0,0
677,SRS4386114,not_paired,0,0
678,SRS4386115,not_paired,0,0
679,SRS4386116,not_paired,0,0
680,SRS4386117,not_paired,0,0
681,SRS4386118,not_paired,0,0
682,SRS4386119,not_paired,0,0
683,SRS4386120,not_paired,0,0
684,SRS4386121,no_fastq,0,0
685,SRS4386122,not_paired,0,0
686,SRS4386123,not_paired,0,0
687,SRS4386124,not_paired,0,0
688,SRS4386125,not_paired,0,0
689,SRS4386126,not_paired,0,0
690,SRS4386127,not_paired,0,0
691,SRS4292911,not_paired,0,0
692,SRS3664881,not_paired,0,0
693,SRS3664882,not_paired,0,0
694,SRS3818732,shortR1,26,98
695,SRS3818733,shortR1,26,98
696,SRS4566017,not_paired,0,0
697,SRS4566019,not_paired,0,0
698,SRS3785492,not_paired,0,0
699,SRS3785493,not_paired,0,0
700,SRS3785494,not_paired,0,0
701,SRS3565397,not_paired,0,0
702,SRS3565399,not_paired,0,0
703,SRS3565401,not_paired,0,0
704,SRS3565409,not_paired,0,0
705,SRS4088855,not_paired,0,0
706,SRS4088856,not_paired,0,0
707,SRS4088857,not_paired,0,0
708,SRS4088858,not_paired,0,0
709,SRS4281819,not_paired,0,0
710,SRS4281820,not_paired,0,0
711,SRS4281821,not_paired,0,0
712,SRS4281822,not_paired,0,0
713,SRS2804420,not_paired,0,0
714,SRS2804421,not_paired,0,0
715,SRS2804423,not_paired,0,0
716,SRS4655560,not_paired,0,0
717,SRS4655561,not_paired,0,0
718,SRS4655562,not_paired,0,0
719,SRS4655563,not_paired,0,0
720,SRS4655564,not_paired,0,0
721,SRS2819412,not_paired,0,0
722,SRS2819413,not_paired,0,0
723,SRS2819414,not_paired,0,0
724,SRS2819415,not_paired,0,0
725,SRS2819416,not_paired,0,0
726,SRS2819417,not_paired,0,0
727,SRS2819418,not_paired,0,0
728,SRS4567381,not_paired,0,0
729,SRS4567382,not_paired,0,0
730,SRS4512237,not_paired,0,0
731,SRS4512238,not_paired,0,0
732,SRS4512239,not_paired,0,0
733,SRS4512240,not_paired,0,0
734,SRS4512241,not_paired,0,0
735,SRS4512242,not_paired,0,0
736,SRS4512243,not_paired,0,0
737,SRS3625039,not_paired,0,0
738,SRS3625040,not_paired,0,0
739,SRS3625041,not_paired,0,0
740,SRS3625042,not_paired,0,0
741,SRS3625043,not_paired,0,0
742,SRS3625044,not_paired,0,0
743,SRS3625045,not_paired,0,0
744,SRS3625046,not_paired,0,0
745,SRS3625047,not_paired,0,0
746,SRS3161261,not_paired,0,0
